1,1,2000,0,81
2,1,2001,0,239
3,1,2002,0,230
4,1,2003,0,191
5,1,2004,0,184
6,1,2005,0,178
7,1,2006,0,207
8,1,2007,0,200
9,1,2008,0,251
10,1,2009,0,197
11,1,2010,0,229
12,1,2011,0,215
13,1,2012,0,169
14,1,2013,0,92
15,1,2000,1,423
16,1,2001,1,1574
17,1,2002,1,1443
18,1,2003,1,1212
19,1,2004,1,1250
20,1,2005,1,1060
21,1,2006,1,1311
22,1,2007,1,1301
23,1,2008,1,1186
24,1,2009,1,1349
25,1,2010,1,1178
26,1,2011,1,1232
27,1,2012,1,961
28,1,2013,1,313
29,2,2003,0,22
30,2,2004,0,18
31,2,2005,0,20
32,2,2006,0,21
33,2,2007,0,14
34,2,2008,0,9
35,2,2009,0,10
36,2,2010,0,6
37,2,2011,0,6
38,2,2012,0,1
39,2,2013,0,4
40,2,2003,1,172
41,2,2004,1,168
42,2,2005,1,185
43,2,2006,1,193
44,2,2007,1,168
45,2,2008,1,160
46,2,2009,1,122
47,2,2010,1,71
48,2,2011,1,103
49,2,2012,1,62
50,2,2013,1,44
51,3,2000,0,2
52,3,2001,0,1
53,3,2002,0,4
54,3,2003,0,4
55,3,2004,0,2
56,3,2005,0,2
57,3,2006,0,4
58,3,2007,0,3
59,3,2008,0,0
60,3,2009,0,1
61,3,2010,0,4
62,3,2011,0,3
63,3,2012,0,3
64,3,2013,0,1
65,3,2000,1,16
66,3,2001,1,17
67,3,2002,1,13
68,3,2003,1,46
69,3,2004,1,28
70,3,2005,1,27
71,3,2006,1,33
72,3,2007,1,60
73,3,2008,1,95
74,3,2009,1,62
75,3,2010,1,116
76,3,2011,1,125
77,3,2012,1,137
78,3,2013,1,126
79,4,2000,0,8
80,4,2001,0,5
81,4,2002,0,13
82,4,2003,0,20
83,4,2004,0,4
84,4,2005,0,18
85,4,2006,0,19
86,4,2007,0,19
87,4,2008,0,12
88,4,2009,0,10
89,4,2010,0,6
90,4,2011,0,7
91,4,2012,0,6
92,4,2013,0,5
93,4,2000,1,117
94,4,2001,1,120
95,4,2002,1,94
96,4,2003,1,168
97,4,2004,1,144
98,4,2005,1,226
99,4,2006,1,203
100,4,2007,1,260
101,4,2008,1,169
102,4,2009,1,198
103,4,2010,1,171
104,4,2011,1,212
105,4,2012,1,185
106,4,2013,1,149
107,5,2000,0,9
108,5,2001,0,9
109,5,2002,0,20
110,5,2003,0,12
111,5,2004,0,5
112,5,2005,0,11
113,5,2006,0,7
114,5,2007,0,9
115,5,2008,0,4
116,5,2009,0,15
117,5,2010,0,7
118,5,2011,0,8
119,5,2012,0,7
120,5,2013,0,7
121,5,2000,1,67
122,5,2001,1,62
123,5,2002,1,65
124,5,2003,1,93
125,5,2004,1,71
126,5,2005,1,100
127,5,2006,1,128
128,5,2007,1,76
129,5,2008,1,88
130,5,2009,1,106
131,5,2010,1,77
132,5,2011,1,73
133,5,2012,1,42
134,5,2013,1,91
135,6,2000,0,5
136,6,2001,0,6
137,6,2002,0,7
138,6,2003,0,8
139,6,2004,0,3
140,6,2005,0,10
141,6,2006,0,11
142,6,2007,0,8
143,6,2008,0,10
144,6,2009,0,11
145,6,2010,0,7
146,6,2011,0,15
147,6,2012,0,18
148,6,2013,0,10
149,6,2000,1,46
150,6,2001,1,51
151,6,2002,1,55
152,6,2003,1,86
153,6,2004,1,50
154,6,2005,1,53
155,6,2006,1,94
156,6,2007,1,82
157,6,2008,1,101
158,6,2009,1,85
159,6,2010,1,74
160,6,2011,1,103
161,6,2012,1,117
162,6,2013,1,91
163,7,2000,0,26
164,7,2001,0,35
165,7,2002,0,36
166,7,2003,0,2
167,7,2004,0,6
168,7,2005,0,6
169,7,2006,0,11
170,7,2007,0,14
171,7,2008,0,10
172,7,2009,0,22
173,7,2010,0,16
174,7,2011,0,20
175,7,2012,0,13
176,7,2013,0,20
177,7,2000,1,246
178,7,2001,1,258
179,7,2002,1,234
180,7,2003,1,147
181,7,2004,1,119
182,7,2005,1,242
183,7,2006,1,344
184,7,2007,1,307
185,7,2008,1,443
186,7,2009,1,394
187,7,2010,1,378
188,7,2011,1,328
189,7,2012,1,325
190,7,2013,1,303
191,8,2000,0,7
192,8,2001,0,4
193,8,2002,0,13
194,8,2003,0,12
195,8,2004,0,8
196,8,2005,0,7
197,8,2006,0,10
198,8,2007,0,5
199,8,2008,0,6
200,8,2009,0,12
201,8,2010,0,3
202,8,2011,0,14
203,8,2012,0,9
204,8,2013,0,6
205,8,2000,1,49
206,8,2001,1,52
207,8,2002,1,43
208,8,2003,1,52
209,8,2004,1,84
210,8,2005,1,80
211,8,2006,1,96
212,8,2007,1,117
213,8,2008,1,91
214,8,2009,1,97
215,8,2010,1,96
216,8,2011,1,105
217,8,2012,1,91
218,8,2013,1,91
219,9,2000,0,36
220,9,2001,0,43
221,9,2002,0,33
222,9,2003,0,51
223,9,2004,0,55
224,9,2005,0,67
225,9,2006,0,74
226,9,2007,0,67
227,9,2008,0,51
228,9,2009,0,75
229,9,2010,0,83
230,9,2011,0,64
231,9,2012,0,82
232,9,2013,0,69
233,9,2000,1,152
234,9,2001,1,182
235,9,2002,1,268
236,9,2003,1,327
237,9,2004,1,333
238,9,2005,1,394
239,9,2006,1,499
240,9,2007,1,441
241,9,2008,1,317
242,9,2009,1,398
243,9,2010,1,409
244,9,2011,1,477
245,9,2012,1,513
246,9,2013,1,363
