1,1,3,0,2000,12
2,2,3,0,2000,14
3,3,3,0,2000,31
4,4,3,0,2000,0
5,5,3,0,2000,0
6,6,3,0,2000,40
7,7,3,0,2000,0
8,8,3,0,2000,0
9,9,3,0,2000,24
10,10,3,0,2000,0
11,11,3,0,2000,0
12,12,3,0,2000,21
13,13,3,0,2000,0
14,14,3,0,2000,0
15,15,3,0,2000,0
16,16,3,0,2000,17
17,1,3,0,2001,45
18,2,3,0,2001,10
19,3,3,0,2001,32
20,4,3,0,2001,0
21,5,3,0,2001,0
22,6,3,0,2001,38
23,7,3,0,2001,0
24,8,3,0,2001,0
25,9,3,0,2001,35
26,10,3,0,2001,0
27,11,3,0,2001,0
28,12,3,0,2001,38
29,13,3,0,2001,0
30,14,3,0,2001,0
31,15,3,0,2001,0
32,16,3,0,2001,28
33,1,3,0,2002,22
34,2,3,0,2002,6
35,3,3,0,2002,0
36,4,3,0,2002,9
37,5,3,0,2002,18
38,6,3,0,2002,0
39,7,3,0,2002,22
40,8,3,0,2002,19
41,9,3,0,2002,0
42,10,3,0,2002,13
43,11,3,0,2002,12
44,12,3,0,2002,20
45,13,3,0,2002,0
46,14,3,0,2002,0
47,15,3,0,2002,0
48,16,3,0,2002,26
49,1,3,0,2003,18
50,2,3,0,2003,6
51,3,3,0,2003,0
52,4,3,0,2003,5
53,5,3,0,2003,34
54,6,3,0,2003,0
55,7,3,0,2003,25
56,8,3,0,2003,26
57,9,3,0,2003,0
58,10,3,0,2003,19
59,11,3,0,2003,14
60,12,3,0,2003,0
61,13,3,0,2003,10
62,14,3,0,2003,5
63,15,3,0,2003,12
64,16,3,0,2003,25
65,1,3,0,2004,14
66,2,3,0,2004,12
67,3,3,0,2004,0
68,4,3,0,2004,6
69,5,3,0,2004,26
70,6,3,0,2004,0
71,7,3,0,2004,25
72,8,3,0,2004,23
73,9,3,0,2004,0
74,10,3,0,2004,10
75,11,3,0,2004,13
76,12,3,0,2004,0
77,13,3,0,2004,9
78,14,3,0,2004,6
79,15,3,0,2004,9
80,16,3,0,2004,17
81,1,3,0,2005,18
82,2,3,0,2005,7
83,3,3,0,2005,0
84,4,3,0,2005,2
85,5,3,0,2005,14
86,6,3,0,2005,0
87,7,3,0,2005,22
88,8,3,0,2005,14
89,9,3,0,2005,0
90,10,3,0,2005,15
91,11,3,0,2005,11
92,12,3,0,2005,0
93,13,3,0,2005,8
94,14,3,0,2005,6
95,15,3,0,2005,7
96,16,3,0,2005,31
97,1,3,0,2006,11
98,2,3,0,2006,6
99,3,3,0,2006,0
100,4,3,0,2006,4
101,5,3,0,2006,24
102,6,3,0,2006,0
103,7,3,0,2006,21
104,8,3,0,2006,13
105,9,3,0,2006,0
106,10,3,0,2006,11
107,11,3,0,2006,11
108,12,3,0,2006,0
109,13,3,0,2006,15
110,14,3,0,2006,3
111,15,3,0,2006,9
112,16,3,0,2006,27
113,1,3,0,2007,15
114,2,3,0,2007,2
115,3,3,0,2007,0
116,4,3,0,2007,4
117,5,3,0,2007,26
118,6,3,0,2007,0
119,7,3,0,2007,21
120,8,3,0,2007,17
121,9,3,0,2007,0
122,10,3,0,2007,17
123,11,3,0,2007,9
124,12,3,0,2007,0
125,13,3,0,2007,9
126,14,3,0,2007,7
127,15,3,0,2007,11
128,16,3,0,2007,12
129,1,3,0,2008,7
130,2,3,0,2008,7
131,3,3,0,2008,0
132,4,3,0,2008,4
133,5,3,0,2008,18
134,6,3,0,2008,0
135,7,3,0,2008,21
136,8,3,0,2008,22
137,9,3,0,2008,0
138,10,3,0,2008,12
139,11,3,0,2008,8
140,12,3,0,2008,0
141,13,3,0,2008,9
142,14,3,0,2008,5
143,15,3,0,2008,15
144,16,3,0,2008,16
145,1,3,0,2009,14
146,2,3,0,2009,8
147,3,3,0,2009,0
148,4,3,0,2009,9
149,5,3,0,2009,30
150,6,3,0,2009,0
151,7,3,0,2009,24
152,8,3,0,2009,10
153,9,3,0,2009,0
154,10,3,0,2009,9
155,11,3,0,2009,7
156,12,3,0,2009,0
157,13,3,0,2009,15
158,14,3,0,2009,11
159,15,3,0,2009,11
160,16,3,0,2009,24
161,1,3,0,2010,8
162,2,3,0,2010,6
163,3,3,0,2010,0
164,4,3,0,2010,8
165,5,3,0,2010,24
166,6,3,0,2010,0
167,7,3,0,2010,24
168,8,3,0,2010,16
169,9,3,0,2010,0
170,10,3,0,2010,9
171,11,3,0,2010,7
172,12,3,0,2010,0
173,13,3,0,2010,4
174,14,3,0,2010,6
175,15,3,0,2010,11
176,16,3,0,2010,11
177,1,3,0,2011,3
178,2,3,0,2011,9
179,3,3,0,2011,0
180,4,3,0,2011,6
181,5,3,0,2011,24
182,6,3,0,2011,0
183,7,3,0,2011,21
184,8,3,0,2011,13
185,9,3,0,2011,0
186,10,3,0,2011,12
187,11,3,0,2011,4
188,12,3,0,2011,0
189,13,3,0,2011,7
190,14,3,0,2011,10
191,15,3,0,2011,15
192,16,3,0,2011,16
193,1,3,0,2012,11
194,2,3,0,2012,10
195,3,3,0,2012,0
196,4,3,0,2012,12
197,5,3,0,2012,26
198,6,3,0,2012,0
199,7,3,0,2012,33
200,8,3,0,2012,12
201,9,3,0,2012,0
202,10,3,0,2012,11
203,11,3,0,2012,11
204,12,3,0,2012,0
205,13,3,0,2012,15
206,14,3,0,2012,15
207,15,3,0,2012,14
208,16,3,0,2012,8
209,1,3,0,2013,15
210,2,3,0,2013,7
211,3,3,0,2013,0
212,4,3,0,2013,11
213,5,3,0,2013,32
214,6,3,0,2013,0
215,7,3,0,2013,26
216,8,3,0,2013,22
217,9,3,0,2013,0
218,10,3,0,2013,16
219,11,3,0,2013,5
220,12,3,0,2013,0
221,13,3,0,2013,10
222,14,3,0,2013,10
223,15,3,0,2013,18
224,16,3,0,2013,13
225,1,3,1,2000,27
226,2,3,1,2000,17
227,3,3,1,2000,46
228,4,3,1,2000,0
229,5,3,1,2000,0
230,6,3,1,2000,67
231,7,3,1,2000,0
232,8,3,1,2000,0
233,9,3,1,2000,29
234,10,3,1,2000,0
235,11,3,1,2000,0
236,12,3,1,2000,36
237,13,3,1,2000,0
238,14,3,1,2000,0
239,15,3,1,2000,0
240,16,3,1,2000,18
241,1,3,1,2001,46
242,2,3,1,2001,16
243,3,3,1,2001,41
244,4,3,1,2001,0
245,5,3,1,2001,0
246,6,3,1,2001,61
247,7,3,1,2001,0
248,8,3,1,2001,0
249,9,3,1,2001,28
250,10,3,1,2001,0
251,11,3,1,2001,0
252,12,3,1,2001,41
253,13,3,1,2001,0
254,14,3,1,2001,0
255,15,3,1,2001,0
256,16,3,1,2001,35
257,1,3,1,2002,29
258,2,3,1,2002,15
259,3,3,1,2002,0
260,4,3,1,2002,14
261,5,3,1,2002,28
262,6,3,1,2002,0
263,7,3,1,2002,31
264,8,3,1,2002,20
265,9,3,1,2002,0
266,10,3,1,2002,16
267,11,3,1,2002,18
268,12,3,1,2002,40
269,13,3,1,2002,0
270,14,3,1,2002,0
271,15,3,1,2002,0
272,16,3,1,2002,20
273,1,3,1,2003,26
274,2,3,1,2003,14
275,3,3,1,2003,0
276,4,3,1,2003,11
277,5,3,1,2003,28
278,6,3,1,2003,0
279,7,3,1,2003,21
280,8,3,1,2003,20
281,9,3,1,2003,0
282,10,3,1,2003,17
283,11,3,1,2003,24
284,12,3,1,2003,0
285,13,3,1,2003,12
286,14,3,1,2003,12
287,15,3,1,2003,15
288,16,3,1,2003,36
289,1,3,1,2004,23
290,2,3,1,2004,14
291,3,3,1,2004,0
292,4,3,1,2004,16
293,5,3,1,2004,24
294,6,3,1,2004,0
295,7,3,1,2004,25
296,8,3,1,2004,19
297,9,3,1,2004,0
298,10,3,1,2004,19
299,11,3,1,2004,19
300,12,3,1,2004,0
301,13,3,1,2004,9
302,14,3,1,2004,11
303,15,3,1,2004,19
304,16,3,1,2004,24
305,1,3,1,2005,18
306,2,3,1,2005,10
307,3,3,1,2005,0
308,4,3,1,2005,11
309,5,3,1,2005,32
310,6,3,1,2005,0
311,7,3,1,2005,32
312,8,3,1,2005,12
313,9,3,1,2005,0
314,10,3,1,2005,14
315,11,3,1,2005,15
316,12,3,1,2005,0
317,13,3,1,2005,16
318,14,3,1,2005,9
319,15,3,1,2005,11
320,16,3,1,2005,24
321,1,3,1,2006,17
322,2,3,1,2006,12
323,3,3,1,2006,0
324,4,3,1,2006,7
325,5,3,1,2006,39
326,6,3,1,2006,0
327,7,3,1,2006,24
328,8,3,1,2006,23
329,9,3,1,2006,0
330,10,3,1,2006,9
331,11,3,1,2006,10
332,12,3,1,2006,0
333,13,3,1,2006,13
334,14,3,1,2006,8
335,15,3,1,2006,10
336,16,3,1,2006,27
337,1,3,1,2007,20
338,2,3,1,2007,8
339,3,3,1,2007,0
340,4,3,1,2007,5
341,5,3,1,2007,30
342,6,3,1,2007,0
343,7,3,1,2007,23
344,8,3,1,2007,21
345,9,3,1,2007,0
346,10,3,1,2007,17
347,11,3,1,2007,10
348,12,3,1,2007,0
349,13,3,1,2007,18
350,14,3,1,2007,7
351,15,3,1,2007,10
352,16,3,1,2007,22
353,1,3,1,2008,10
354,2,3,1,2008,6
355,3,3,1,2008,0
356,4,3,1,2008,13
357,5,3,1,2008,42
358,6,3,1,2008,0
359,7,3,1,2008,28
360,8,3,1,2008,20
361,9,3,1,2008,0
362,10,3,1,2008,18
363,11,3,1,2008,14
364,12,3,1,2008,0
365,13,3,1,2008,12
366,14,3,1,2008,6
367,15,3,1,2008,16
368,16,3,1,2008,21
369,1,3,1,2009,8
370,2,3,1,2009,12
371,3,3,1,2009,0
372,4,3,1,2009,15
373,5,3,1,2009,33
374,6,3,1,2009,0
375,7,3,1,2009,21
376,8,3,1,2009,15
377,9,3,1,2009,0
378,10,3,1,2009,11
379,11,3,1,2009,15
380,12,3,1,2009,0
381,13,3,1,2009,9
382,14,3,1,2009,10
383,15,3,1,2009,13
384,16,3,1,2009,22
385,1,3,1,2010,13
386,2,3,1,2010,11
387,3,3,1,2010,0
388,4,3,1,2010,13
389,5,3,1,2010,44
390,6,3,1,2010,0
391,7,3,1,2010,29
392,8,3,1,2010,22
393,9,3,1,2010,0
394,10,3,1,2010,22
395,11,3,1,2010,7
396,12,3,1,2010,0
397,13,3,1,2010,11
398,14,3,1,2010,17
399,15,3,1,2010,16
400,16,3,1,2010,19
401,1,3,1,2011,13
402,2,3,1,2011,11
403,3,3,1,2011,0
404,4,3,1,2011,11
405,5,3,1,2011,35
406,6,3,1,2011,0
407,7,3,1,2011,30
408,8,3,1,2011,18
409,9,3,1,2011,0
410,10,3,1,2011,21
411,11,3,1,2011,15
412,12,3,1,2011,0
413,13,3,1,2011,12
414,14,3,1,2011,9
415,15,3,1,2011,18
416,16,3,1,2011,18
417,1,3,1,2012,13
418,2,3,1,2012,22
419,3,3,1,2012,0
420,4,3,1,2012,16
421,5,3,1,2012,35
422,6,3,1,2012,0
423,7,3,1,2012,38
424,8,3,1,2012,18
425,9,3,1,2012,0
426,10,3,1,2012,24
427,11,3,1,2012,13
428,12,3,1,2012,0
429,13,3,1,2012,15
430,14,3,1,2012,7
431,15,3,1,2012,23
432,16,3,1,2012,8
433,1,3,1,2013,15
434,2,3,1,2013,15
435,3,3,1,2013,0
436,4,3,1,2013,18
437,5,3,1,2013,48
438,6,3,1,2013,0
439,7,3,1,2013,36
440,8,3,1,2013,18
441,9,3,1,2013,0
442,10,3,1,2013,19
443,11,3,1,2013,10
444,12,3,1,2013,0
445,13,3,1,2013,10
446,14,3,1,2013,10
447,15,3,1,2013,20
448,16,3,1,2013,14
449,1,4,0,2000,121
450,2,4,0,2000,34
451,3,4,0,2000,80
452,4,4,0,2000,0
453,5,4,0,2000,0
454,6,4,0,2000,112
455,7,4,0,2000,0
456,8,4,0,2000,0
457,9,4,0,2000,71
458,10,4,0,2000,0
459,11,4,0,2000,0
460,12,4,0,2000,44
461,13,4,0,2000,0
462,14,4,0,2000,0
463,15,4,0,2000,0
464,16,4,0,2000,44
465,1,4,0,2001,194
466,2,4,0,2001,30
467,3,4,0,2001,97
468,4,4,0,2001,0
469,5,4,0,2001,0
470,6,4,0,2001,119
471,7,4,0,2001,0
472,8,4,0,2001,0
473,9,4,0,2001,83
474,10,4,0,2001,0
475,11,4,0,2001,0
476,12,4,0,2001,58
477,13,4,0,2001,0
478,14,4,0,2001,0
479,15,4,0,2001,0
480,16,4,0,2001,26
481,1,4,0,2002,263
