1,1,697376,1,2007
2,1,2.0942e+06,2,2007
3,1,2.04623e+06,3,2007
4,1,2.15629e+06,4,2007
5,1,2.38926e+06,5,2007
6,1,2.60255e+06,6,2007
7,1,2.43167e+06,7,2007
8,1,2.09071e+06,8,2007
9,1,2.04549e+06,9,2007
10,1,3.15676e+06,10,2007
11,1,2.52203e+06,11,2007
12,1,5.23958e+06,12,2007
13,1,760729,1,2008
14,1,2.59119e+06,2,2008
15,1,3.07074e+06,3,2008
16,1,3.8639e+06,4,2008
17,1,2.82675e+06,5,2008
18,1,3.47692e+06,6,2008
19,1,3.09393e+06,7,2008
20,1,2.82547e+06,8,2008
21,1,2.9898e+06,9,2008
22,1,3.60774e+06,10,2008
23,1,2.83517e+06,11,2008
24,1,5.00162e+06,12,2008
25,1,2.21688e+06,1,2009
26,1,3.70771e+06,2,2009
27,1,3.33138e+06,3,2009
28,1,4.65176e+06,4,2009
29,1,3.48167e+06,5,2009
30,1,4.79796e+06,6,2009
31,1,4.4167e+06,7,2009
32,1,3.22716e+06,8,2009
33,1,4.49399e+06,9,2009
34,1,4.12792e+06,10,2009
35,1,4.17378e+06,11,2009
36,1,7.40738e+06,12,2009
37,1,1.7275e+06,1,2010
38,1,5.11771e+06,2,2010
39,1,5.16089e+06,3,2010
40,1,4.65889e+06,4,2010
41,1,3.8621e+06,5,2010
42,1,5.66702e+06,6,2010
43,1,4.14009e+06,7,2010
44,1,6.71651e+06,8,2010
45,1,4.84832e+06,9,2010
46,1,5.26772e+06,10,2010
47,1,6.15761e+06,11,2010
48,1,8.25908e+06,12,2010
49,1,2.32121e+06,1,2011
50,1,4.79569e+06,2,2011
51,1,5.9456e+06,3,2011
52,1,5.9396e+06,4,2011
53,1,5.32206e+06,5,2011
54,1,9.93164e+06,6,2011
55,1,6.30771e+06,7,2011
56,1,6.24753e+06,8,2011
57,1,7.4736e+06,9,2011
58,1,6.67411e+06,10,2011
59,1,8.60727e+06,11,2011
60,1,1.30338e+07,12,2011
61,701,88138.1,1,2007
62,701,200856,2,2007
63,701,284464,3,2007
64,701,425180,4,2007
65,701,300121,5,2007
66,701,376780,6,2007
67,701,316011,7,2007
68,701,318142,8,2007
69,701,305978,9,2007
70,701,407819,10,2007
71,701,343160,11,2007
72,701,855060,12,2007
73,701,101120,1,2008
74,701,417882,2,2008
75,701,798840,3,2008
76,701,1.09783e+06,4,2008
77,701,422476,5,2008
78,701,507638,6,2008
79,701,455732,7,2008
80,701,513060,8,2008
81,701,631099,9,2008
82,701,507742,10,2008
83,701,382019,11,2008
84,701,919023,12,2008
85,701,553713,1,2009
86,701,560477,2,2009
87,701,542419,3,2009
88,701,1.02813e+06,4,2009
89,701,490329,5,2009
90,701,797395,6,2009
91,701,735456,7,2009
92,701,565103,8,2009
93,701,530589,9,2009
94,701,957466,10,2009
95,701,332371,11,2009
96,701,1.23997e+06,12,2009
97,701,259218,1,2010
98,701,598926,2,2010
99,701,672645,3,2010
100,701,699936,4,2010
101,701,558021,5,2010
102,701,778663,6,2010
103,701,555814,7,2010
104,701,799582,8,2010
105,701,788068,9,2010
106,701,624722,10,2010
107,701,711768,11,2010
108,701,1.14403e+06,12,2010
109,701,275542,1,2011
110,701,628600,2,2011
111,701,818605,3,2011
112,701,1.44559e+06,4,2011
113,701,545223,5,2011
114,701,804839,6,2011
115,701,608450,7,2011
116,701,1.05797e+06,8,2011
117,701,978985,9,2011
118,701,708819,10,2011
119,701,909302,11,2011
120,701,1.3487e+06,12,2011
121,702,27924.2,1,2007
122,702,152730,2,2007
123,702,99532.9,3,2007
124,702,112736,4,2007
125,702,153963,5,2007
126,702,92360.8,6,2007
127,702,125222,7,2007
128,702,123459,8,2007
129,702,111198,9,2007
130,702,125487,10,2007
131,702,122188,11,2007
132,702,304561,12,2007
133,702,34814.9,1,2008
134,702,133805,2,2008
135,702,133364,3,2008
136,702,187321,4,2008
137,702,135535,5,2008
138,702,149260,6,2008
139,702,124757,7,2008
140,702,174224,8,2008
141,702,136707,9,2008
142,702,176675,10,2008
143,702,114379,11,2008
144,702,273994,12,2008
145,702,71457.9,1,2009
146,702,161215,2,2009
147,702,179686,3,2009
148,702,248126,4,2009
149,702,194227,5,2009
150,702,191239,6,2009
151,702,211008,7,2009
152,702,119732,8,2009
153,702,194687,9,2009
154,702,147393,10,2009
155,702,242864,11,2009
156,702,421067,12,2009
157,702,35630.5,1,2010
158,702,144954,2,2010
159,702,250139,3,2010
160,702,183895,4,2010
161,702,181643,5,2010
162,702,237613,6,2010
163,702,175775,7,2010
164,702,400964,8,2010
165,702,209878,9,2010
166,702,191544,10,2010
167,702,306639,11,2010
168,702,527859,12,2010
169,702,83427,1,2011
170,702,161753,2,2011
171,702,347837,3,2011
172,702,204533,4,2011
173,702,230751,5,2011
174,702,278607,6,2011
175,702,273048,7,2011
176,702,317627,8,2011
177,702,236955,9,2011
178,702,325749,10,2011
179,702,212575,11,2011
180,702,496137,12,2011
181,703,34116.6,1,2007
182,703,218438,2,2007
183,703,202661,3,2007
184,703,206114,4,2007
185,703,263505,5,2007
186,703,227409,6,2007
187,703,223000,7,2007
188,703,249538,8,2007
189,703,171256,9,2007
190,703,289605,10,2007
191,703,197875,11,2007
192,703,503645,12,2007
193,703,48293.4,1,2008
194,703,285364,2,2008
195,703,200720,3,2008
196,703,382753,4,2008
197,703,302756,5,2008
198,703,452421,6,2008
199,703,291777,7,2008
200,703,294433,8,2008
201,703,266494,9,2008
202,703,412748,10,2008
203,703,222643,11,2008
204,703,525686,12,2008
205,703,154635,1,2009
206,703,297225,2,2009
207,703,335170,3,2009
208,703,330960,4,2009
209,703,280488,5,2009
210,703,325806,6,2009
211,703,333715,7,2009
212,703,320873,8,2009
213,703,283306,9,2009
214,703,297080,10,2009
215,703,375483,11,2009
216,703,673598,12,2009
217,703,95991.8,1,2010
218,703,304579,2,2010
219,703,415172,3,2010
220,703,449076,4,2010
221,703,321904,5,2010
222,703,408835,6,2010
223,703,450654,7,2010
224,703,521778,8,2010
225,703,581601,9,2010
226,703,532120,10,2010
227,703,488836,11,2010
228,703,1.05871e+06,12,2010
229,703,237562,1,2011
230,703,429626,2,2011
231,703,580077,3,2011
232,703,515745,4,2011
233,703,476335,5,2011
234,703,497543,6,2011
235,703,597259,7,2011
236,703,649752,8,2011
237,703,545219,9,2011
238,703,585692,10,2011
239,703,368169,11,2011
240,703,1.06832e+06,12,2011
241,7042,0,1,2007
242,7042,0,2,2007
243,7042,112564,3,2007
244,7042,53050.9,4,2007
245,7042,66844.7,5,2007
246,7042,60109.6,6,2007
247,7042,74106.1,7,2007
248,7042,85921,8,2007
249,7042,77642.6,9,2007
250,7042,86119.7,10,2007
251,7042,96715.9,11,2007
252,7042,163412,12,2007
253,7042,6794.4,1,2008
254,7042,-6794.4,2,2008
255,7042,0,3,2008
256,7042,0,4,2008
257,7042,0,5,2008
258,7042,0,6,2008
259,7042,0,7,2008
260,7042,0,8,2008
261,7042,0,9,2008
262,7042,0,10,2008
263,7042,0,11,2008
264,7042,0,12,2008
265,7042,0,1,2009
266,7042,0,2,2009
267,7042,0,3,2009
268,7042,0,4,2009
269,7042,0,5,2009
270,7042,0,6,2009
271,7042,0,7,2009
272,7042,0,8,2009
273,7042,0,9,2009
274,7042,0,10,2009
275,7042,0,11,2009
276,7042,0,12,2009
277,7042,0,1,2010
278,7042,0,2,2010
279,7042,0,3,2010
280,7042,0,4,2010
281,7042,0,5,2010
282,7042,0,6,2010
283,7042,0,7,2010
284,7042,0,8,2010
285,7042,0,9,2010
286,7042,0,10,2010
287,7042,0,11,2010
288,7042,0,12,2010
289,7042,0,1,2011
290,7042,0,2,2011
291,7042,0,3,2011
292,7042,0,4,2011
293,7042,0,5,2011
294,7042,0,6,2011
295,7042,0,7,2011
296,7042,0,8,2011
297,7042,0,9,2011
298,7042,0,10,2011
299,7042,0,11,2011
300,7042,0,12,2011
301,7044,0,1,2007
302,7044,0,2,2007
303,7044,20714.8,3,2007
304,7044,5381.4,4,2007
305,7044,6120.2,5,2007
306,7044,3940.7,6,2007
307,7044,7294.3,7,2007
308,7044,7336,8,2007
309,7044,8332.8,9,2007
310,7044,9542.8,10,2007
311,7044,11247.6,11,2007
312,7044,12510.1,12,2007
313,7044,3985.8,1,2008
314,7044,-3985.8,2,2008
315,7044,0,3,2008
316,7044,0,4,2008
317,7044,0,5,2008
318,7044,0,6,2008
319,7044,0,7,2008
320,7044,0,8,2008
321,7044,0,9,2008
322,7044,0,10,2008
323,7044,0,11,2008
324,7044,0,12,2008
325,7044,0,1,2009
326,7044,0,2,2009
327,7044,0,3,2009
328,7044,0,4,2009
329,7044,0,5,2009
330,7044,0,6,2009
331,7044,0,7,2009
332,7044,0,8,2009
